model_label,stable_image_key,condition_label,image_region,safe,lively,wealthy,beautiful,boring,depressing
Claude Sonnet 4,row_2754,NEU,ENA,75,15,45,70,80,25
Claude Sonnet 4,row_2754,NAWA,ENA,85,15,45,70,80,25
Claude Sonnet 4,row_2753,ENA,ENA,85,15,60,70,80,25
Claude Sonnet 4,row_2754,CSA,ENA,85,15,45,70,80,25
Claude Sonnet 4,row_2754,ESEA,ENA,75,15,40,65,80,25
Claude Sonnet 4,row_2754,OCE,ENA,85,15,45,70,75,20
Claude Sonnet 4,row_2754,LAC,ENA,75,15,45,65,80,25
Claude Sonnet 4,row_2754,ENA,ENA,85,15,45,70,75,20
Claude Sonnet 4,row_2755,NAWA,ENA,85,15,70,75,80,20
Claude Sonnet 4,row_2755,CSA,ENA,85,15,70,75,80,20
Claude Sonnet 4,row_2755,NEU,ENA,85,15,70,75,80,10
Claude Sonnet 4,row_2755,ESEA,ENA,85,15,70,75,80,20
Claude Sonnet 4,row_2755,OCE,ENA,85,25,70,75,80,15
Claude Sonnet 4,row_2755,SSA,ENA,85,15,75,70,80,25
Claude Sonnet 4,row_2755,LAC,ENA,85,15,75,70,80,25
Claude Sonnet 4,row_2755,ENA,ENA,85,25,70,75,80,15
Claude Sonnet 4,row_2756,CSA,ENA,75,15,65,70,80,25
Claude Sonnet 4,row_2756,SSA,ENA,75,15,70,60,80,25
Claude Sonnet 4,row_2756,NAWA,ENA,75,15,65,45,80,35
Claude Sonnet 4,row_2756,ESEA,ENA,75,15,60,45,80,35
Claude Sonnet 4,row_2756,OCE,ENA,75,15,60,70,80,25
Claude Sonnet 4,row_2756,NEU,ENA,75,15,45,60,80,25
Claude Sonnet 4,row_2756,ENA,ENA,75,15,60,45,80,35
Claude Sonnet 4,row_2756,LAC,ENA,75,15,65,45,80,35
Claude Sonnet 4,row_2757,SSA,ENA,75,25,45,35,80,60
Claude Sonnet 4,row_2757,CSA,ENA,75,25,40,35,80,60
Claude Sonnet 4,row_2757,NEU,ENA,75,25,40,35,80,45
Claude Sonnet 4,row_2757,ESEA,ENA,75,25,40,35,80,60
Claude Sonnet 4,row_2757,NAWA,ENA,75,25,40,35,80,60
Claude Sonnet 4,row_2757,OCE,ENA,75,25,40,35,80,60
Claude Sonnet 4,row_2757,ENA,ENA,75,25,40,35,80,60
Claude Sonnet 4,row_2757,LAC,ENA,75,25,40,35,80,60
Claude Sonnet 4,row_2758,SSA,ENA,75,25,70,45,80,60
Claude Sonnet 4,row_2758,NEU,ENA,75,25,60,45,70,40
Claude Sonnet 4,row_2758,CSA,ENA,75,25,65,45,70,55
Claude Sonnet 4,row_2758,ESEA,ENA,75,25,60,45,70,55
Claude Sonnet 4,row_2758,NAWA,ENA,75,25,65,40,80,60
Claude Sonnet 4,row_2758,LAC,ENA,75,25,65,40,80,60
Claude Sonnet 4,row_2758,OCE,ENA,75,25,60,45,70,55
Claude Sonnet 4,row_2758,ENA,ENA,75,25,60,45,70,55
Claude Sonnet 4,row_2759,ESEA,ENA,75,35,60,70,65,25
Claude Sonnet 4,row_2759,SSA,ENA,75,45,70,65,60,25
Claude Sonnet 4,row_2759,NEU,ENA,75,35,60,70,65,20
Claude Sonnet 4,row_2759,NAWA,ENA,75,45,65,70,60,25
Claude Sonnet 4,row_2759,CSA,ENA,75,35,65,70,60,25
Claude Sonnet 4,row_2759,LAC,ENA,75,35,65,70,60,25
Claude Sonnet 4,row_2759,ENA,ENA,75,35,60,70,65,25
Claude Sonnet 4,row_2759,OCE,ENA,75,45,65,70,60,25
Claude Sonnet 4,row_2760,NAWA,ENA,85,25,70,75,80,15
Claude Sonnet 4,row_2760,NEU,ENA,85,25,70,75,70,15
Claude Sonnet 4,row_2760,CSA,ENA,85,25,75,80,70,15
Claude Sonnet 4,row_2760,SSA,ENA,85,25,75,80,70,15
Claude Sonnet 4,row_2760,ESEA,ENA,85,25,70,75,70,15
Claude Sonnet 4,row_2760,LAC,ENA,85,25,75,80,70,15
Claude Sonnet 4,row_2760,ENA,ENA,85,25,70,75,70,15
Claude Sonnet 4,row_2760,OCE,ENA,85,25,70,80,75,15
Claude Sonnet 4,row_2761,SSA,ENA,75,45,70,65,60,25
Claude Sonnet 4,row_2761,NEU,ENA,75,45,60,70,65,25
Claude Sonnet 4,row_2761,NAWA,ENA,75,45,70,65,60,25
Claude Sonnet 4,row_2761,CSA,ENA,75,45,70,65,60,25
Claude Sonnet 4,row_2761,ESEA,ENA,75,45,65,70,60,25
Claude Sonnet 4,row_2761,LAC,ENA,75,45,70,65,60,25
Claude Sonnet 4,row_2761,OCE,ENA,75,45,65,70,60,25
Claude Sonnet 4,row_2761,ENA,ENA,75,45,60,65,70,25
Claude Sonnet 4,row_2762,NEU,ENA,75,45,65,55,70,25
Claude Sonnet 4,row_2762,CSA,ENA,75,45,70,60,65,25
Claude Sonnet 4,row_2762,SSA,ENA,75,35,70,45,65,25
Claude Sonnet 4,row_2762,NAWA,ENA,75,45,70,40,65,25
Claude Sonnet 4,row_2762,ESEA,ENA,75,35,65,45,70,25
Claude Sonnet 4,row_2762,ENA,ENA,75,45,65,55,70,25
Claude Sonnet 4,row_2763,SSA,ENA,75,25,60,40,70,45
Claude Sonnet 4,row_2762,OCE,ENA,75,45,65,55,70,25
Claude Sonnet 4,row_2762,LAC,ENA,75,35,70,45,70,25
Claude Sonnet 4,row_2763,CSA,ENA,75,25,60,40,70,45
Claude Sonnet 4,row_2763,NAWA,ENA,75,25,60,40,70,45
Claude Sonnet 4,row_2763,NEU,ENA,75,25,45,35,70,55
Claude Sonnet 4,row_2763,ESEA,ENA,75,25,60,40,70,45
Claude Sonnet 4,row_2763,ENA,ENA,75,25,45,35,70,55
Claude Sonnet 4,row_2763,OCE,ENA,75,25,60,40,70,45
Claude Sonnet 4,row_2763,LAC,ENA,75,25,60,40,70,45
Claude Sonnet 4,row_2764,SSA,ENA,75,35,65,40,70,45
Claude Sonnet 4,row_2764,NEU,ENA,75,35,45,25,70,40
Claude Sonnet 4,row_2764,NAWA,ENA,75,35,60,25,80,45
Claude Sonnet 4,row_2764,ESEA,ENA,75,25,45,30,80,60
Claude Sonnet 4,row_2764,CSA,ENA,75,35,60,25,80,45
Claude Sonnet 4,row_2764,OCE,ENA,75,35,60,25,80,45
Claude Sonnet 4,row_2764,LAC,ENA,75,25,60,30,80,45
Claude Sonnet 4,row_2765,NEU,ENA,75,25,70,60,70,20
Claude Sonnet 4,row_2765,SSA,ENA,75,25,70,60,80,30
Claude Sonnet 4,row_2765,NAWA,ENA,75,25,70,60,70,30
Claude Sonnet 4,row_2764,ENA,ENA,75,35,45,25,80,60
Claude Sonnet 4,row_2765,CSA,ENA,75,25,70,60,80,30
Claude Sonnet 4,row_2765,ESEA,ENA,75,25,70,60,70,30
Claude Sonnet 4,row_2765,LAC,ENA,75,25,70,60,80,30
Claude Sonnet 4,row_2766,NAWA,ENA,85,25,90,75,70,15
Claude Sonnet 4,row_2765,ENA,ENA,75,25,70,60,70,30
Claude Sonnet 4,row_2766,NEU,ENA,85,25,90,80,70,15
Claude Sonnet 4,row_2766,CSA,ENA,85,25,90,75,70,15
Claude Sonnet 4,row_2765,OCE,ENA,75,25,70,60,70,30
Claude Sonnet 4,row_2766,SSA,ENA,85,25,90,75,70,15
Claude Sonnet 4,row_2766,ESEA,ENA,85,25,90,75,70,15
Claude Sonnet 4,row_2766,OCE,ENA,85,25,90,75,70,15
Claude Sonnet 4,row_2766,ENA,ENA,85,25,90,80,70,15
Claude Sonnet 4,row_2767,NEU,ENA,85,25,80,75,70,15
Claude Sonnet 4,row_2767,SSA,ENA,85,25,90,75,70,15
Claude Sonnet 4,row_2766,LAC,ENA,85,25,90,75,70,15
Claude Sonnet 4,row_2767,NAWA,ENA,85,25,90,80,70,15
Claude Sonnet 4,row_2767,CSA,ENA,85,25,90,80,70,15
Claude Sonnet 4,row_2767,ESEA,ENA,85,25,80,75,70,15
Claude Sonnet 4,row_2767,OCE,ENA,85,25,80,75,70,15
Claude Sonnet 4,row_2767,ENA,ENA,85,25,80,75,70,15
Claude Sonnet 4,row_2767,LAC,ENA,85,25,90,80,70,15
Claude Sonnet 4,row_2768,NEU,ENA,75,25,70,65,70,20
Claude Sonnet 4,row_2768,SSA,ENA,85,25,75,70,80,15
Claude Sonnet 4,row_2768,CSA,ENA,85,25,75,70,80,15
Claude Sonnet 4,row_2768,NAWA,ENA,85,25,75,70,65,20
Claude Sonnet 4,row_2768,ESEA,ENA,85,25,75,70,65,20
Claude Sonnet 4,row_2768,OCE,ENA,85,25,75,70,65,20
Claude Sonnet 4,row_2769,NEU,ENA,75,25,60,45,70,30
Claude Sonnet 4,row_2768,LAC,ENA,85,25,75,70,80,15
Claude Sonnet 4,row_2768,ENA,ENA,85,25,75,70,65,15
Claude Sonnet 4,row_2769,SSA,ENA,85,25,70,60,75,20
Claude Sonnet 4,row_2769,CSA,ENA,85,25,70,60,75,20
Claude Sonnet 4,row_2769,ESEA,ENA,85,25,65,40,75,30
Claude Sonnet 4,row_2769,NAWA,ENA,85,25,70,60,75,20
Claude Sonnet 4,row_2769,OCE,ENA,85,25,70,60,75,20
Claude Sonnet 4,row_2769,ENA,ENA,75,25,60,45,70,30
Claude Sonnet 4,row_2770,NEU,ENA,85,25,75,70,65,15
Claude Sonnet 4,row_2769,LAC,ENA,75,25,65,45,80,35
Claude Sonnet 4,row_2770,SSA,ENA,85,25,75,70,80,15
Claude Sonnet 4,row_2770,NAWA,ENA,85,25,75,70,80,15
Claude Sonnet 4,row_2770,ESEA,ENA,85,25,75,70,80,15
Claude Sonnet 4,row_2770,CSA,ENA,85,25,75,70,80,15
Claude Sonnet 4,row_2770,OCE,ENA,85,25,75,70,80,15
Claude Sonnet 4,row_2770,ENA,ENA,85,25,75,70,65,15
Claude Sonnet 4,row_2771,SSA,ENA,75,25,65,70,80,30
Claude Sonnet 4,row_2770,LAC,ENA,85,25,75,70,80,15
Claude Sonnet 4,row_2771,NAWA,ENA,75,25,60,70,80,30
Claude Sonnet 4,row_2771,NEU,ENA,75,25,60,70,65,20
Claude Sonnet 4,row_2771,CSA,ENA,75,25,60,70,80,30
Claude Sonnet 4,row_2771,ESEA,ENA,75,20,60,65,80,25
Claude Sonnet 4,row_2771,OCE,ENA,75,25,60,70,80,30
Claude Sonnet 4,row_2771,LAC,ENA,75,25,60,70,80,20
Claude Sonnet 4,row_2772,NEU,ENA,75,15,40,25,85,60
Claude Sonnet 4,row_2772,SSA,ENA,75,15,60,25,85,70
Claude Sonnet 4,row_2771,ENA,ENA,75,20,45,60,70,25
Claude Sonnet 4,row_2772,ESEA,ENA,75,15,40,25,85,70
Claude Sonnet 4,row_2772,CSA,ENA,75,15,60,25,85,70
Claude Sonnet 4,row_2772,NAWA,ENA,75,15,60,25,85,70
Claude Sonnet 4,row_2772,OCE,ENA,75,15,45,25,85,70
Claude Sonnet 4,row_2773,NEU,ENA,75,25,60,45,80,30
Claude Sonnet 4,row_2772,LAC,ENA,75,15,60,25,85,70
Claude Sonnet 4,row_2772,ENA,ENA,75,15,45,25,85,60
Claude Sonnet 4,row_2773,SSA,ENA,75,25,70,40,80,60
Claude Sonnet 4,row_2773,NAWA,ENA,75,25,60,40,80,30
Claude Sonnet 4,row_2773,CSA,ENA,75,25,60,40,80,30
Claude Sonnet 4,row_2773,ESEA,ENA,75,25,60,40,80,35
Claude Sonnet 4,row_2773,OCE,ENA,75,25,60,45,70,35
Claude Sonnet 4,row_2773,LAC,ENA,75,25,65,40,80,35
Claude Sonnet 4,row_2774,SSA,ENA,85,25,75,70,80,15
Claude Sonnet 4,row_2773,ENA,ENA,75,25,60,40,70,30
Claude Sonnet 4,row_2774,NAWA,ENA,85,25,75,70,80,15
Claude Sonnet 4,row_2774,NEU,ENA,75,35,65,70,60,20
Claude Sonnet 4,row_2774,CSA,ENA,85,25,75,70,80,15
Claude Sonnet 4,row_2774,OCE,ENA,85,25,70,75,80,15
Claude Sonnet 4,row_2774,ESEA,ENA,85,25,70,65,75,20
Claude Sonnet 4,row_2774,LAC,ENA,85,25,75,70,80,15
Claude Sonnet 4,row_2774,ENA,ENA,85,25,70,75,80,15
Claude Sonnet 4,row_2775,NEU,ENA,85,25,75,70,80,15
Claude Sonnet 4,row_2775,SSA,ENA,85,25,75,60,80,20
Claude Sonnet 4,row_2775,NAWA,ENA,85,25,75,60,80,20
Claude Sonnet 4,row_2775,CSA,ENA,85,25,75,60,80,20
Claude Sonnet 4,row_2775,ESEA,ENA,85,25,75,60,80,20
Claude Sonnet 4,row_2775,LAC,ENA,85,25,75,60,80,20
Claude Sonnet 4,row_2775,OCE,ENA,85,25,75,60,80,20
Claude Sonnet 4,row_2776,NEU,ENA,75,20,60,65,70,25
Claude Sonnet 4,row_2776,SSA,ENA,85,15,70,60,80,25
Claude Sonnet 4,row_2776,NAWA,ENA,85,15,70,60,80,25
Claude Sonnet 4,row_2776,CSA,ENA,85,15,70,65,80,25
Claude Sonnet 4,row_2776,ESEA,ENA,85,15,70,75,80,25
Claude Sonnet 4,row_2775,ENA,ENA,85,25,75,60,80,15
Claude Sonnet 4,row_2776,OCE,ENA,85,15,70,75,80,25
Claude Sonnet 4,row_2776,LAC,ENA,85,15,70,60,80,25
Claude Sonnet 4,row_2777,SSA,ENA,85,25,75,40,80,60
Claude Sonnet 4,row_2776,ENA,ENA,85,15,70,65,80,25
Claude Sonnet 4,row_2777,CSA,ENA,85,25,70,40,75,60
Claude Sonnet 4,row_2777,NAWA,ENA,85,25,70,40,75,60
Claude Sonnet 4,row_2777,NEU,ENA,75,25,65,40,70,35
Claude Sonnet 4,row_2777,OCE,ENA,75,25,65,40,80,60
Claude Sonnet 4,row_2777,ESEA,ENA,75,25,65,40,80,60
Claude Sonnet 4,row_2777,LAC,ENA,75,25,70,40,80,60
Claude Sonnet 4,row_2777,ENA,ENA,75,25,65,40,70,35
Claude Sonnet 4,row_2778,NEU,ENA,75,15,40,70,80,25
Claude Sonnet 4,row_2778,CSA,ENA,75,20,40,70,80,30
Claude Sonnet 4,row_2778,NAWA,ENA,75,20,40,70,80,30
Claude Sonnet 4,row_2778,SSA,ENA,75,20,40,70,80,30
Claude Sonnet 4,row_2778,ESEA,ENA,75,15,40,70,80,25
Claude Sonnet 4,row_2778,OCE,ENA,75,20,40,70,80,25
Claude Sonnet 4,row_2778,ENA,ENA,75,15,40,65,80,25
Claude Sonnet 4,row_2778,LAC,ENA,75,20,40,70,80,30
Claude Sonnet 4,row_2779,NEU,ENA,85,25,75,80,70,15
Claude Sonnet 4,row_2779,SSA,ENA,85,25,80,75,70,15
Claude Sonnet 4,row_2779,NAWA,ENA,85,25,75,80,70,15
Claude Sonnet 4,row_2779,CSA,ENA,85,25,75,80,70,15
Claude Sonnet 4,row_2779,ESEA,ENA,85,25,75,80,70,15
Claude Sonnet 4,row_2779,OCE,ENA,85,25,75,80,70,15
Claude Sonnet 4,row_2779,ENA,ENA,85,25,75,80,70,15
Claude Sonnet 4,row_2779,LAC,ENA,85,25,80,75,70,15
Claude Sonnet 4,row_2780,NEU,ENA,75,20,60,70,80,25
Claude Sonnet 4,row_2780,SSA,ENA,75,20,65,70,80,25
Claude Sonnet 4,row_2780,ESEA,ENA,75,15,60,70,80,25
Claude Sonnet 4,row_2780,CSA,ENA,75,20,65,70,80,25
Claude Sonnet 4,row_2780,LAC,ENA,75,20,65,70,80,25
Claude Sonnet 4,row_2780,OCE,ENA,85,25,70,75,70,15
Claude Sonnet 4,row_2780,NAWA,ENA,75,20,65,70,80,25
Claude Sonnet 4,row_2780,ENA,ENA,75,20,60,65,80,25
Claude Sonnet 4,row_2781,SSA,ENA,85,25,75,60,80,35
Claude Sonnet 4,row_2781,NEU,ENA,85,25,70,60,75,20
Claude Sonnet 4,row_2781,ESEA,ENA,85,25,70,60,80,35
Claude Sonnet 4,row_2781,CSA,ENA,85,25,75,60,80,30
Claude Sonnet 4,row_2781,OCE,ENA,85,25,70,60,75,30
Claude Sonnet 4,row_2781,NAWA,ENA,85,25,70,60,80,30
Claude Sonnet 4,row_2781,LAC,ENA,85,25,75,60,80,35
Claude Sonnet 4,row_2782,NEU,ENA,75,15,40,25,85,70
Claude Sonnet 4,row_2782,SSA,ENA,75,15,45,25,85,70
Claude Sonnet 4,row_2781,ENA,ENA,85,25,70,60,75,20
Claude Sonnet 4,row_2782,NAWA,ENA,75,15,45,25,85,70
Claude Sonnet 4,row_2782,ESEA,ENA,75,15,40,25,85,70
Claude Sonnet 4,row_2782,CSA,ENA,75,15,45,25,85,70
Claude Sonnet 4,row_2782,OCE,ENA,75,15,40,25,85,70
Claude Sonnet 4,row_2782,LAC,ENA,45,15,35,20,85,70
Claude Sonnet 4,row_2783,SSA,ENA,85,25,75,70,80,15
Claude Sonnet 4,row_2783,NEU,ENA,85,25,70,75,70,15
Claude Sonnet 4,row_2783,NAWA,ENA,85,25,75,70,80,15
Claude Sonnet 4,row_2783,CSA,ENA,85,25,75,70,80,15
Claude Sonnet 4,row_2782,ENA,ENA,75,15,40,25,85,70
Claude Sonnet 4,row_2783,ESEA,ENA,85,25,70,75,80,15
Claude Sonnet 4,row_2783,OCE,ENA,85,25,70,75,70,15
Claude Sonnet 4,row_2784,SSA,ENA,75,45,70,40,65,25
Claude Sonnet 4,row_2784,NEU,ENA,75,45,65,40,70,25
Claude Sonnet 4,row_2783,LAC,ENA,85,25,75,70,80,15
Claude Sonnet 4,row_2784,CSA,ENA,75,45,70,40,65,25
Claude Sonnet 4,row_2784,NAWA,ENA,75,45,70,35,70,25
Claude Sonnet 4,row_2784,ESEA,ENA,75,45,65,40,70,25
Claude Sonnet 4,row_2783,ENA,ENA,85,25,70,75,70,15
Claude Sonnet 4,row_2784,OCE,ENA,75,45,65,40,70,25
Claude Sonnet 4,row_2785,SSA,ENA,75,25,65,40,70,45
Claude Sonnet 4,row_2785,CSA,ENA,75,25,60,40,70,45
Claude Sonnet 4,row_2785,ESEA,ENA,75,25,60,40,70,45
Claude Sonnet 4,row_2784,ENA,ENA,75,40,65,45,70,25
Claude Sonnet 4,row_2785,NAWA,ENA,75,25,60,40,70,45
Claude Sonnet 4,row_2785,NEU,ENA,75,25,60,45,70,35
Claude Sonnet 4,row_2784,LAC,ENA,75,35,70,40,80,25
Claude Sonnet 4,row_2785,OCE,ENA,75,25,60,45,70,40
Claude Sonnet 4,row_2785,LAC,ENA,75,25,65,40,70,45
Claude Sonnet 4,row_2786,NEU,ENA,75,20,45,35,80,60
Claude Sonnet 4,row_2785,ENA,ENA,75,25,60,45,70,40
Claude Sonnet 4,row_2786,ESEA,ENA,75,20,45,35,80,60
Claude Sonnet 4,row_2786,NAWA,ENA,75,20,45,25,80,65
Claude Sonnet 4,row_2786,CSA,ENA,75,25,60,40,80,65
Claude Sonnet 4,row_2786,SSA,ENA,75,20,60,35,80,65
Claude Sonnet 4,row_2786,OCE,ENA,75,25,45,35,80,60
Claude Sonnet 4,row_2786,LAC,ENA,75,20,45,35,80,60
Claude Sonnet 4,row_2786,ENA,ENA,75,20,45,35,80,60
Claude Sonnet 4,row_2787,NAWA,ENA,75,25,60,40,70,35
Claude Sonnet 4,row_2787,SSA,ENA,75,25,65,40,80,35
Claude Sonnet 4,row_2787,NEU,ENA,75,35,60,45,70,25
Claude Sonnet 4,row_2787,ESEA,ENA,75,25,60,40,70,35
Claude Sonnet 4,row_2787,OCE,ENA,75,25,60,40,70,35
Claude Sonnet 4,row_2787,CSA,ENA,75,25,60,40,70,35
Claude Sonnet 4,row_2787,ENA,ENA,75,25,60,45,70,35
Claude Sonnet 4,row_2787,LAC,ENA,75,25,60,40,70,45
Claude Sonnet 4,row_2788,NEU,ENA,65,25,40,30,75,60
Claude Sonnet 4,row_2788,SSA,ENA,65,25,45,30,75,60
Claude Sonnet 4,row_2788,NAWA,ENA,45,25,35,30,75,65
Claude Sonnet 4,row_2788,ESEA,ENA,45,25,35,30,75,65
Claude Sonnet 4,row_2788,CSA,ENA,65,25,40,30,75,60
Claude Sonnet 4,row_2788,OCE,ENA,65,25,40,30,75,60
Claude Sonnet 4,row_2788,ENA,ENA,45,25,35,30,75,65
Claude Sonnet 4,row_2788,LAC,ENA,45,25,35,30,75,65
Claude Sonnet 4,row_2789,NEU,ENA,65,15,35,25,80,60
Claude Sonnet 4,row_2789,SSA,ENA,45,15,35,25,80,65
Claude Sonnet 4,row_2789,NAWA,ENA,65,15,35,25,80,70
Claude Sonnet 4,row_2789,CSA,ENA,65,15,35,25,80,70
Claude Sonnet 4,row_2789,ESEA,ENA,65,15,35,25,80,70
Claude Sonnet 4,row_2789,OCE,ENA,45,15,25,20,85,70
Claude Sonnet 4,row_2789,LAC,ENA,45,15,35,25,80,70
Claude Sonnet 4,row_2789,ENA,ENA,45,15,25,20,85,70
Claude Sonnet 4,row_2790,NEU,ENA,75,25,40,35,70,45
Claude Sonnet 4,row_2790,SSA,ENA,75,25,60,40,80,65
Claude Sonnet 4,row_2790,CSA,ENA,75,25,60,40,70,45
Claude Sonnet 4,row_2790,NAWA,ENA,75,25,45,30,80,65
Claude Sonnet 4,row_2790,ESEA,ENA,75,25,45,30,80,65
Claude Sonnet 4,row_2790,OCE,ENA,75,25,45,35,70,55
Claude Sonnet 4,row_2790,LAC,ENA,75,25,60,35,80,45
Claude Sonnet 4,row_2790,ENA,ENA,75,25,45,35,70,55
Claude Sonnet 4,row_2791,NEU,ENA,75,25,60,40,70,45
Claude Sonnet 4,row_2791,SSA,ENA,75,25,65,40,80,60
Claude Sonnet 4,row_2791,CSA,ENA,75,25,65,40,80,60
Claude Sonnet 4,row_2791,NAWA,ENA,75,25,65,40,80,60
Claude Sonnet 4,row_2791,ESEA,ENA,75,25,60,40,80,45
Claude Sonnet 4,row_2791,LAC,ENA,75,25,65,40,80,60
Claude Sonnet 4,row_2791,OCE,ENA,75,25,60,40,70,45
Claude Sonnet 4,row_2791,ENA,ENA,75,25,60,40,70,45
Claude Sonnet 4,row_2792,NEU,ENA,75,35,60,45,70,25
Claude Sonnet 4,row_2792,NAWA,ENA,75,25,60,40,70,30
Claude Sonnet 4,row_2792,SSA,ENA,75,25,65,40,80,35
Claude Sonnet 4,row_2792,CSA,ENA,75,25,65,40,80,35
Claude Sonnet 4,row_2792,OCE,ENA,75,35,60,45,70,25
Claude Sonnet 4,row_2792,LAC,ENA,75,25,65,40,80,35
Claude Sonnet 4,row_2792,ESEA,ENA,75,25,60,40,70,35
Claude Sonnet 4,row_2792,ENA,ENA,75,25,60,45,70,30
Claude Sonnet 4,row_2793,NEU,ENA,85,25,75,70,65,20
Claude Sonnet 4,row_2793,SSA,ENA,85,25,75,60,70,40
Claude Sonnet 4,row_2793,NAWA,ENA,85,25,75,60,70,30
Claude Sonnet 4,row_2793,ESEA,ENA,85,25,75,70,80,30
Claude Sonnet 4,row_2793,CSA,ENA,85,25,75,60,70,30
Claude Sonnet 4,row_2793,OCE,ENA,85,25,75,60,70,30
Claude Sonnet 4,row_2793,LAC,ENA,85,25,75,60,70,40
Claude Sonnet 4,row_2793,ENA,ENA,85,25,75,70,70,20
Claude Sonnet 4,row_2794,NEU,ENA,75,20,60,65,70,25
Claude Sonnet 4,row_2794,SSA,ENA,75,25,60,70,80,40
Claude Sonnet 4,row_2794,NAWA,ENA,75,20,60,65,70,25
Claude Sonnet 4,row_2794,OCE,ENA,75,25,60,70,80,30
Claude Sonnet 4,row_2794,ESEA,ENA,75,20,60,65,80,35
Claude Sonnet 4,row_2794,LAC,ENA,75,25,60,70,80,40
Claude Sonnet 4,row_2794,ENA,ENA,75,20,60,65,70,25
Claude Sonnet 4,row_2795,NEU,ENA,75,25,60,70,80,20
Claude Sonnet 4,row_2795,SSA,ENA,75,25,60,70,80,30
Claude Sonnet 4,row_2795,CSA,ENA,75,25,60,70,80,30
Claude Sonnet 4,row_2795,NAWA,ENA,75,25,60,70,80,30
Claude Sonnet 4,row_2795,ESEA,ENA,75,25,60,70,80,30
Claude Sonnet 4,row_2794,CSA,ENA,75,20,65,70,80,25
Claude Sonnet 4,row_2795,LAC,ENA,75,25,60,70,80,30
Claude Sonnet 4,row_2795,ENA,ENA,75,25,60,70,80,20
Claude Sonnet 4,row_2795,OCE,ENA,75,25,60,70,80,20
Claude Sonnet 4,row_2796,NEU,ENA,85,15,70,75,80,20
Claude Sonnet 4,row_2796,SSA,ENA,85,15,75,70,80,25
Claude Sonnet 4,row_2796,NAWA,ENA,85,15,75,70,80,25
Claude Sonnet 4,row_2796,CSA,ENA,85,15,75,70,80,25
Claude Sonnet 4,row_2796,ESEA,ENA,85,15,70,75,80,25
Claude Sonnet 4,row_2796,OCE,ENA,85,15,70,75,80,20
Claude Sonnet 4,row_2796,LAC,ENA,85,15,75,70,80,25
Claude Sonnet 4,row_2796,ENA,ENA,85,15,70,75,80,20
Claude Sonnet 4,row_2797,SSA,ENA,75,25,70,45,80,35
Claude Sonnet 4,row_2797,NAWA,ENA,75,35,65,45,70,25
Claude Sonnet 4,row_2797,CSA,ENA,75,35,65,45,70,25
Claude Sonnet 4,row_2797,NEU,ENA,75,35,60,45,70,25
Claude Sonnet 4,row_2797,ESEA,ENA,75,25,60,40,70,35
Claude Sonnet 4,row_2797,OCE,ENA,75,35,60,45,70,25
Claude Sonnet 4,row_2797,LAC,ENA,75,25,65,40,80,60
Claude Sonnet 4,row_2797,ENA,ENA,75,35,60,45,70,25
Claude Sonnet 4,row_2798,SSA,ENA,75,40,70,45,65,25
Claude Sonnet 4,row_2798,ESEA,ENA,75,35,60,45,70,25
Claude Sonnet 4,row_2798,NEU,ENA,75,40,60,45,70,25
Claude Sonnet 4,row_2798,CSA,ENA,75,35,65,45,70,25
Claude Sonnet 4,row_2798,OCE,ENA,75,40,65,55,70,25
Claude Sonnet 4,row_2798,NAWA,ENA,75,35,65,40,70,25
Claude Sonnet 4,row_2798,LAC,ENA,75,35,65,45,70,25
Claude Sonnet 4,row_2799,NEU,ENA,85,25,70,60,75,20
Claude Sonnet 4,row_2798,ENA,ENA,75,35,60,45,70,25
Claude Sonnet 4,row_2799,NAWA,ENA,85,25,70,60,75,20
Claude Sonnet 4,row_2799,CSA,ENA,85,25,75,60,80,20
Claude Sonnet 4,row_2799,SSA,ENA,85,25,75,60,80,30
Claude Sonnet 4,row_2799,ESEA,ENA,85,25,70,60,75,20
Claude Sonnet 4,row_2799,OCE,ENA,85,25,70,60,75,20
Claude Sonnet 4,row_2799,LAC,ENA,85,25,75,40,80,35
Claude Sonnet 4,row_2800,NEU,ENA,75,25,40,35,70,45
Claude Sonnet 4,row_2799,ENA,ENA,85,25,70,60,75,20
Claude Sonnet 4,row_2800,SSA,ENA,75,25,45,35,70,40
Claude Sonnet 4,row_2800,CSA,ENA,75,25,40,35,70,45
Claude Sonnet 4,row_2800,ESEA,ENA,75,25,40,35,70,45
Claude Sonnet 4,row_2800,OCE,ENA,75,25,40,35,70,45
Claude Sonnet 4,row_2800,LAC,ENA,75,25,40,35,70,45
Claude Sonnet 4,row_2800,NAWA,ENA,75,25,40,35,70,45
Claude Sonnet 4,row_2801,NEU,ENA,75,25,65,70,60,20
Claude Sonnet 4,row_2800,ENA,ENA,75,25,40,35,70,45
Claude Sonnet 4,row_2801,SSA,ENA,85,25,75,70,80,20
Claude Sonnet 4,row_2801,NAWA,ENA,85,25,75,70,80,20
Claude Sonnet 4,row_2801,CSA,ENA,85,25,75,70,80,20
Claude Sonnet 4,row_2801,OCE,ENA,75,25,65,70,80,30
Claude Sonnet 4,row_2801,ESEA,ENA,85,25,70,60,75,30
Claude Sonnet 4,row_2801,LAC,ENA,85,25,75,70,80,20
Claude Sonnet 4,row_2802,NEU,ENA,85,25,75,70,65,15
Claude Sonnet 4,row_2801,ENA,ENA,75,25,65,60,70,30
